name,tomatometer,audience_score,weighted_score,genres,rating,duration,year,actors,directors,domestic_revenue,international_revenue,worldwide_revenue,budget
The Tortured,5,35,15,['Mystery & Thriller'],R,1h 19m,2010,"['Erika Christensen', 'Jesse Metcalfe', 'Bill Moseley', 'Chelah Horsdal', 'Fulvio Cecere']",['Robert Lieberman'],127725035,125154000,252879035,0
Twist,16,53,28,['Drama'],R,1h 37m,2003,"['Nick Stahl', 'Joshua Close', 'Gary Farmer', 'Michèle-Barbara Pelletier', 'James Gilpin']",['Jacob Tierney'],23686027,0,23686027,0
Bounty Killer,59,45,54,"['Action', 'Sci-Fi']",R,1h 33m,2013,"['Matthew Marsden', 'Kristanna Loken', 'Christian Pitre', 'Gary Busey', ""Beverly D'Angelo""]",['Henry Saine'],1208479,0,1208479,0
The Channel,57,86,66,"['Action', 'Crime', 'Drama', 'Mystery & Thriller']",,1h 35m,2023,"['Clayne Crawford', 'Max Martini', 'Nicoye Banks', 'Juliene Joyner', 'Paul Rae']",['William Kaufman'],333060,0,333060,0
Hard Eight,82,83,82,['Drama'],R,1h 36m,1996,"['Philip Baker Hall', 'John C. Reilly', 'Gwyneth Paltrow', 'Samuel L. Jackson', 'F. William Parker']",['Paul Thomas Anderson'],829,0,829,0
Who's Driving Doug,20,46,28,['Drama'],,1h 39m,2016,"['RJ Mitte', 'Paloma Kwiatkowski', 'Daphne Zuniga', 'Ray William Johnson', 'Alix Elizabeth Gitter']",['David Michael Conley'],160942139,271028977,431971116,142000000
6 Years,69,34,57,"['Drama', 'Romance']",,1h 25m,2015,"['Taissa Farmiga', 'Ben Rosenfield', 'Lindsay Burdge', 'Joshua Leonard', 'Jennifer Lafleur']",['Hannah Fidell'],100489151,0,100489151,0
First Love,98,88,94,"['Crime', 'Drama', 'Comedy']",,1h 48m,2019,"['Masataka Kubota', 'Nao Ômori', 'Shôta Sometani', 'Jun Murakami', 'Sansei Shiomi']",['Takashi Miike'],100345,1843942,1944287,0
The Last Time,35,39,36,"['Comedy', 'Drama', 'Mystery & Thriller']",R,1h 36m,2006,"['Michael Keaton', 'Amber Valletta', 'Brendan Fraser', 'Daniel Stern', 'Neal McDonough']",['Michael Caleo'],177511,796028,973539,0
Cyber-Seniors,80,58,72,['Documentary'],,1h 15m,2013,"['Saffron Cassaday', 'Brenda Rusnak', 'Miho Hongo', 'Kieran Heilbron']",['Saffron Cassaday'],0,0,0,0
The Lord of the Rings: The Fellowship of the Ring,91,95,92,"['Fantasy', 'Adventure']",PG-13,2h 58m,2001,"['Elijah Wood', 'Ian McKellen', 'Liv Tyler', 'Viggo Mortensen', 'Sean Astin']",['Peter Jackson'],6735922,0,6735922,0
Lotus Eaters,8,61,25,"['Comedy', 'Drama']",,1h 18m,2011,"['Antonia Campbell-Hughes', 'Benn Northover', 'Cynthia Fortune Ryan', 'Johnny Flynn', 'Amber Anderson']",['Alexandra Mcguinness'],116750901,126124177,242875078,41000000
Touch,33,33,33,['Comedy'],R,1h 36m,1997,"['Bridget Fonda', 'Christopher Walken', 'Skeet Ulrich', 'Tom Arnold', 'Gina Gershon']",['Paul Schrader'],12227722,15744301,27972023,0
Doomsdays,88,64,80,['Comedy'],,1h 31m,2013,"['Leo Fitzpatrick', 'Justin Rice', 'Laura Campbell', 'Brian Charles Johnson', 'Deshja Driggs']",['Eddie Mullins'],17213467,15379918,32593385,0
Electrick Children,88,72,82,['Drama'],R,1h 35m,2012,"['Julia Garner', 'Rory Culkin', 'Liam Aiken', 'Billy Zane', 'Cynthia Watros']",['Rebecca Thomas'],13110903,0,13110903,0
The Secret Kingdom,63,59,61,"['Kids & Family', 'Fantasy', 'Adventure']",PG,1h 38m,2023,"['Sam Everingham', 'Alyla Browne', 'Alice Parkinson', 'Chris Gabardi', 'Darius Williams']",['Matt Drummond'],2689252,0,2689252,0
The Magnificent Seven,64,71,66,"['Western', 'Action', 'Adventure']",PG-13,2h 8m,2016,"['Denzel Washington', 'Chris Pratt', 'Ethan Hawke', ""Vincent D'Onofrio"", 'Lee Byung-hun']",['Antoine Fuqua'],470308,0,470308,0
"This Is Not a Burial, It's a Resurrection",100,90,96,['Drama'],,2h 0m,2019,"['Mary Twala', 'Jerry Mofokeng', 'Makhaola Ndebele', 'Tseko Monaheng', 'Siphiwe Nzima-Ntskhe']",['Lemohang Jeremiah Mosese'],132555,0,132555,0
Alpha,80,71,77,"['Adventure', 'Drama']",PG-13,1h 37m,2018,"['Kodi Smit-McPhee', 'Jóhannes Haukur Jóhannesson', 'Marcin Kowalczyk', 'Jens Hultén', 'Natassia Malthe']",['Albert Hughes'],0,0,0,0
House of Cards,60,68,62,['Drama'],PG-13,1h 47m,1993,"['Kathleen Turner', 'Tommy Lee Jones', 'Asha Menina', 'Shiloh Strong', 'Esther Rolle']",['Michael Lessac'],101648571,135553728,237202299,90000000
Disturbing the Peace,18,10,15,"['Action', 'Mystery & Thriller']",R,1h 40m,2020,"['Guy Pearce', 'Devon Sawa', 'Michael Bellisario', 'Barbie Blank', 'Dwayne Cameron']",['York Shackleton'],0,0,0,0
The Cow Who Sang a Song Into the Future,90,99,93,['Drama'],,1h 33m,2022,"['Mía Maestro', 'Enzo Ferrada Rosati', 'Benjamin Soto', 'Leonor Varela', 'Frederique Gudelj']",['Francisca Alegria'],7362439,1940583,9303022,0
The Preppie Connection,11,61,27,['Drama'],R,1h 35m,2015,"['Thomas Mann', 'Lucy Fry', 'Sam Page', 'Logan Huffman', 'Bill Sage']",['Joseph Castelo'],183417150,267300000,450717150,85000000
The Day the Earth Caught Fire,85,85,85,['Sci-Fi'],,1h 39m,1961,"['Janet Munro', 'Leo McKern', 'Edward Judd', 'Michael Goodliffe', 'Bernard Braden']",['Val Guest'],9369329,0,9369329,0
"Something, Anything",93,54,80,['Drama'],,1h 28m,2014,"['Ashley Shelton', 'Bryce Johnson', 'Linds Edwards', 'Amy Leigh Hubbard', 'Lauren Lazarus']",['Paul Harrill'],31483450,45217209,76700659,15000000
The Evil That Men Do,40,37,39,['Action'],R,1h 29m,1984,"['Charles Bronson', 'Theresa Saldana', 'Joseph Maher', 'José Ferrer', 'René Enríquez']",['Lee Lee Thompson'],67544505,20670651,88215156,35000000
The Crash,17,69,34,"['Mystery & Thriller', 'Crime', 'Drama']",R,1h 24m,2017,"['Frank Grillo', 'Dianna Agron', 'John Leguizamo', 'Minnie Driver', 'Ed Westwick']",['Aram Rappaport'],64167069,72149811,136316880,0
The Horse Whisperer,75,72,74,['Drama'],PG-13,2h 48m,1998,"['Robert Redford', 'Kristin Scott Thomas', 'Sam Neill', 'Dianne Wiest', 'Scarlett Johansson']",['Robert Redford'],1236408,0,1236408,0
Eraser,43,39,41,['Action'],R,1h 55m,1996,"['Arnold Schwarzenegger', 'James Caan', 'Vanessa Williams', 'James Coburn', 'Robert Pastorelli']",['Chuck Russell'],8840453,23602658,32443111,6000000
The Musketeer,11,33,18,"['Adventure', 'Action']",PG-13,1h 45m,2001,"['Catherine Deneuve', 'Mena Suvari', 'Stephen Rea', 'Tim Roth', 'Justin Chambers']",['Peter Hyams'],183417150,267300000,450717150,85000000
Mojave,32,30,31,['Mystery & Thriller'],R,1h 33m,2015,"['Oscar Isaac', 'Garrett Hedlund', 'Louise Bourgoin', 'Walton Goggins', 'Mark Wahlberg']",['William Monahan'],8968845,0,8968845,0
It's All True,83,71,79,['Documentary'],G,1h 25m,1993,"['Manuel ""Jacare"" Meira', 'Jeronimo André De Souza', 'Raimundo ""Tata"" Correia Lima', 'Manuel ""Preto"" Pereira Da Silva', 'Jose Sobrinho']","['Norman Foster', 'Bill Krohn', 'Myron Meisel', 'Orson Welles', 'Richard Wilson 5']",4055660,3295401,7351061,0
The Steps,33,46,37,['Comedy'],R,1h 38m,2015,"['Emmanuelle Chriqui', 'James Brolin', 'Christine Lahti', 'Jason Ritter', 'Kate Corbett']",['1174987 Andrew Currie'],12227722,15744301,27972023,0
Mechanic: Resurrection,31,40,34,"['Action', 'Adventure', 'Mystery & Thriller']",R,1h 39m,2016,"['Jason Statham', 'Jessica Alba', 'Tommy Lee Jones', 'Michelle Yeoh', 'Sam Hazeldine']",['Dennis Gansel'],100345,1843942,1944287,0
The New Year,100,67,88,"['Comedy', 'Drama']",,1h 36m,2010,"['Trieste Kelly Dunn', 'Ryan Hunter', 'Kevin Wheatley', 'Lance Brannon', 'Linda Lee McBride']",['Brett Haley'],132555,0,132555,0
The Book of Revelation,69,42,60,"['Drama', 'Musical', 'Mystery & Thriller', 'Romance']",,1h 59m,2006,"['Tom Long', 'Greta Scacchi', 'Colin Friels', 'Deborah Mailman', 'Zoe Coyle']",['Ana Kokkinos'],100489151,0,100489151,0
Lemonade,89,73,83,['Drama'],,1h 28m,2018,"['Malina Manovici', 'Dylan Smith', 'Steve Bacic', 'Milan Hurduc', 'Ruxandra Maniu']",['Ioana Uricaru'],2043889,0,2043889,0
God Knows Where I Am,85,85,85,['Documentary'],,1h 39m,2016,"['Lori Singer', 'Todd Wider', 'Jedd Wider', 'Todd Wider', 'Jedd Wider']","['Todd Wider', 'Jedd Wider']",9369329,0,9369329,0
Dune Drifter,100,37,78,"['Sci-Fi', 'Action', 'Adventure']",,1h 35m,2020,"['Phoebe Sparrow', 'Daisy Aitkens', 'Simon Dwyer-Thomas', 'Alastair Kirton', 'Richard Corgan']",['Marc Price 2'],132555,0,132555,0
RiP! A Remix Manifesto,42,74,52,"['Documentary', 'Music']",,1h 20m,2009,"['Brett Gaylor', 'Brett Gaylor', 'Mila Aung-Thwin', 'Katherine Baulu']",['Brett Gaylor'],95059709,2450488,97510197,40000000
Experimenter,85,61,77,"['Biography', 'History', 'Drama']",PG-13,1h 37m,2015,"['Peter Sarsgaard', 'Winona Ryder', 'Dennis Haysbert', 'Jim Gaffigan', 'Taryn Manning']",['Michael Almereyda'],9369329,0,9369329,0
Lyle,100,40,79,"['Drama', 'Horror', 'LGBTQ+']",,1h 5m,2014,"['Gaby Hoffmann', 'Ingrid Jungermann', 'Eleanor Hopkins', 'Rebecca Street', 'Kim Allen']",['Stewart Thorndike'],132555,0,132555,0
One More Time With Feeling,100,92,97,"['Documentary', 'Music']",,1h 52m,2016,"['Nick Cave', 'Warren Ellis', 'Nick Cave & the Bad Seeds', 'Andrew Dominik', 'David Fowler']",['Andrew Dominik'],132555,0,132555,0
These Three,100,75,91,['Drama'],,1h 32m,1936,"['Miriam Hopkins', 'Merle Oberon', 'Joel McCrea', 'Bonita Granville', 'William Wyler']",['William Wyler'],132555,0,132555,0
Second Coming,78,37,64,['Drama'],,1h 45m,2014,"['Nadine Marshall', 'Idris Elba', 'Sharlene Whyte', 'Llewella Gideon', 'Larrington Walker']",['Debbie Tucker Green'],37664,9174,46838,0
Bad Santa 2,23,34,26,"['Holiday', 'Comedy']",R,1h 32m,2016,"['Billy Bob Thornton', 'Kathy Bates', 'Tony Cox', 'Christina Hendricks', 'Brett Kelly']",['Mark Waters'],549185,0,549185,0
The Games Maker,40,48,42,"['Kids & Family', 'Adventure']",,1h 51m,2014,"['Joseph Fiennes', 'Tom Cavanagh', 'Megan Charpentier', 'Valentina Lodovini', 'Robert Verlaque']",['Juan Pablo Buscarini'],67544505,20670651,88215156,35000000
Paranormal Activity: The Ghost Dimension,15,27,19,"['Horror', 'Mystery & Thriller']",R,1h 28m,2015,"['Chris J. Murray', 'Brit Shaw', 'Olivia Taylor Dudley', 'Dan Gill', 'Ivy George']",['Gregory Plotkin'],157299718,139039810,296339528,75000000
Don't Breathe 2,44,85,57,"['Mystery & Thriller', 'Horror', 'Action']",R,1h 38m,2021,"['Stephen Lang', 'Madelyn Grace', 'Brendan Sexton III', 'Adam Young', 'Bobby Schofield']",['Rodo Sayagues'],39768000,0,39768000,0
A Nightmare on Elm Street 3: Dream Warriors,68,68,68,['Horror'],R,1h 35m,1987,"['Heather Langenkamp', 'Patricia Arquette', 'Craig Wasson', 'Laurence Fishburne', 'Priscilla Pointer']",['Chuck Russell'],0,0,0,0
The Boy,30,38,32,"['Horror', 'Mystery & Thriller']",PG-13,1h 37m,2016,"['Lauren Cohan', 'Rupert Evans', 'Jim Norton', 'Diana Hardcastle', 'Ben Robson']",['William Brent Bell'],57231747,39223950,96455697,37000000
The Brotherhood of Satan,13,34,20,['Horror'],PG,1h 32m,1971,"['Strother Martin', 'L.Q. Jones', 'Charles Bateman', 'Ahna Capri', 'Charles Robinson']",['Bernard Mceveety'],52853219,16558151,69411370,50000000
Our Brand Is Crisis,36,34,35,['Comedy'],R,1h 48m,2015,"['Sandra Bullock', 'Billy Bob Thornton', 'Anthony Mackie', 'Joaquim de Almeida', 'Ann Dowd']",['David Gordon Green'],0,0,0,0
Carnage Park,61,29,50,"['Mystery & Thriller', 'Horror', 'Action']",,1h 20m,2016,"['Ashley Bell', 'Pat Healy', 'Alan Ruck', 'James Landry Hébert', 'Michael Villar']",['Mickey Keating'],4227648,0,4227648,0
The Fallen Idol,100,88,95,['Mystery & Thriller'],,1h 34m,1948,"['Ralph Richardson', 'Michèle Morgan', 'Bobby Henrey', 'Sonia Dresdel', 'Jack Hawkins']",['Carol Reed'],132555,0,132555,0
Menace II Society,85,93,87,['Drama'],R,1h 37m,1993,"['Tyrin Turner', 'Jada Pinkett Smith', 'Vonte Sweet', 'Larenz Tate', 'MC Eight']","['Allen Hughes', 'Albert Hughes']",9369329,0,9369329,0
Delirium,0,52,17,"['Horror', 'Mystery & Thriller']",R,1h 36m,2018,"['Topher Grace', 'Patricia Clarkson', 'Genesis Rodriguez', 'Callan Mulvey', 'Robin Thomas']",['Dennis Iliadis'],0,0,0,0
Now You See Me 2,34,53,40,"['Adventure', 'Comedy']",PG-13,2h 9m,2016,"['Jesse Eisenberg', 'Mark Ruffalo', 'Woody Harrelson', 'Dave Franco', 'Daniel Radcliffe']",['Jon Chu'],37410850,0,37410850,0
The Reckoning,20,26,22,['Horror'],,1h 51m,2021,"['Charlotte Kirk', 'Joe Anderson', 'Steven Waddington', 'Sean Pertwee', 'Ian Whyte']",['1145736 Neil Marshall'],160942139,271028977,431971116,142000000
Rolling Papers,58,65,60,"['Documentary', 'Biography']",,1h 19m,2015,"['Ricardo Baca', 'Mitch Dickman', 'Dave Berlin', 'Walker Deibel', 'Chad Troutwine']",['Mitch Dickman'],117540947,122490327,240031274,70000000
The Virginian,100,89,96,['Western'],,1h 30m,1929,"['Gary Cooper', 'Walter Huston', 'Richard Arlen', 'Mary Brian', 'Helen Ware']",['Victor Fleming'],132555,0,132555,0
Zeus and Roxanne,40,42,40,"['Kids & Family', 'Comedy', 'Drama', 'Adventure']",PG,1h 38m,1997,"['Steve Guttenberg', 'Kathleen Quinlan', 'Arnold Vosloo', 'Dawn McMillan', 'Miko Hughes']",['George T Miller'],67544505,20670651,88215156,35000000
The Bag Man,11,22,14,"['Crime', 'Drama', 'Mystery & Thriller']",R,1h 48m,2014,"['Robert De Niro', 'John Cusack', 'Dominic Purcell', 'Crispin Glover', 'Martin Klebba']",['David Grovic'],183417150,267300000,450717150,85000000
1982,95,84,91,"['History', 'Drama', 'War']",,1h 40m,2019,"['Nadine Labaki', 'Mohamad Dalli', 'Rodrigue Sleiman', 'Aliya Khalidi', 'Ghassan Maalouf']",['Oualid Mouaness'],7362439,1940583,9303022,0
Gabby Giffords Won't Back Down,100,96,98,['Documentary'],PG-13,1h 37m,2022,"['Gabby Giffords', 'Mark Kelly', 'Julie Cohen', 'Betsy West', 'Lisa Erspamer']","['Julie Cohen 2', 'Betsy West']",132555,0,132555,0
Blood Sucking Freaks,29,46,34,['Horror'],,1h 31m,1976,"[""Seamus O'Brien"", 'Viju Krem', 'Niles McMaster', 'Dan Fauci', 'Alan Dellay']",['Joel M Reed 6'],429028,0,429028,5000000
The Nightingale,86,73,81,"['Mystery & Thriller', 'Adventure', 'Drama']",R,2h 16m,2018,"['Aisling Franciosi', 'Sam Claflin', 'Baykali Ganambarr', 'Damon Herriman', 'Harry Greenwood']",['Jennifer Kent'],130319208,100366245,230685453,80000000
The Danish Girl,66,72,68,"['Biography', 'History', 'Drama', 'LGBTQ+']",R,2h 0m,2015,"['Eddie Redmayne', 'Alicia Vikander', 'Ben Whishaw', 'Sebastian Koch', 'Amber Heard']",['Tomhooper'],224614,1705519,1930133,0
Slap Shot 2: Breaking the Ice,0,36,12,['Comedy'],R,1h 44m,2002,"['Stephen Baldwin', 'Jessica Steen', 'Gary Busey', 'David Hemmings', 'David Paetkau']",['Steve Boyum'],0,0,0,0
Eyewitness,75,37,62,['Mystery & Thriller'],R,1h 43m,1981,"['William Hurt', 'Sigourney Weaver', 'Christopher Plummer', 'James Woods', 'Irene Worth']",['Peter Yates'],1236408,0,1236408,0
A Street Cat Named Bob,77,77,77,"['Drama', 'Biography']",,1h 43m,2016,"['Luke Treadaway', 'Ruta Gedmintas', 'Joanne Froggatt', 'Anthony Head', 'Caroline Goodall']",['Roger Spottiswoode'],157066392,281900000,438966392,0
The Long Weekend,0,15,5,"['Mystery & Thriller', 'Drama']",R,1h 28m,2008,"['Jim Caviezel', 'Claudia Karvan', 'Robert Taylor', 'John Brumpton', 'Roger Ward']",['Jamie Blanks'],0,0,0,0
Paddington,97,80,91,"['Kids & Family', 'Comedy', 'Adventure']",PG,1h 35m,2014,"['Hugh Bonneville', 'Sally Hawkins', 'Julie Walters', 'Jim Broadbent', 'Peter Capaldi']",['Paul King 4'],340726,0,340726,0
Stray Dog,100,64,87,['Documentary'],,1h 38m,2014,"['Debra Granik', 'Debra Granik', 'Anne Rosellini', 'Victoria Stewart', 'Eric Phillips-Horst']",['Debra Granik'],132555,0,132555,0
Milton's Secret,38,69,48,['Drama'],PG,1h 28m,2016,"['Donald Sutherland', 'Michelle Rodriguez', 'Mia Kirshner', 'David Sutcliffe', 'William Ainscough']",['Barnet Bain'],676407,0,676407,0
A Nightmare on Elm Street 3: Dream Warriors,68,68,68,['Horror'],R,1h 35m,1987,"['Heather Langenkamp', 'Patricia Arquette', 'Craig Wasson', 'Laurence Fishburne', 'Priscilla Pointer']",['Chuck Russell'],0,0,0,0
Becoming Mike Nichols,70,67,69,['Documentary'],,1h 12m,2016,"['Mike Nichols', ""Jack O'Brien"", 'Douglas McGrath', 'Ellin Baumel', 'Douglas McGrath']",['Douglas Mcgrath'],2540965,166872,2707837,0
Circle,57,42,52,"['Drama', 'Horror', 'Sci-Fi', 'Mystery & Thriller']",,1h 27m,2015,"['Julie Benz', 'Mercy Malick', 'Carter Jenkins', 'Sara Sanderson', 'Lisa Pelikan']","['Aaron Hann', 'Mario Miscione']",333060,0,333060,0
It's Such a Beautiful Day,100,92,97,"['Comedy', 'Drama', 'Animation']",,1h 2m,2012,"['Don Hertzfeldt', 'Don Hertzfeldt', 'Don Hertzfeldt', 'Don Hertzfeldt']",['Don Hertzfeldt'],132555,0,132555,0
Hoodies vs Hooligans,38,32,36,"['Mystery & Thriller', 'Action']",,1h 32m,2014,"['Doug Allen', 'Harley Sylvester', 'David Essex', 'Vas Blackwood', 'Jay Simpson']",['Gabe Turner 2'],676407,0,676407,0
In My Father's House,92,42,75,['Documentary'],R,1h 33m,2015,"['Rhymefest', 'Ricki Stern', 'Annie Sundberg']","['1175539 Ricki Stern', 'Annie Sundberg']",50410,0,50410,0
The Fan,37,35,36,['Mystery & Thriller'],R,1h 57m,1996,"['Robert De Niro', 'Wesley Snipes', 'Ellen Barkin', 'John Leguizamo', 'Benicio del Toro']",['Tony Scott'],446125,0,446125,0
Porky's Revenge,23,33,26,['Comedy'],R,1h 33m,1985,"['Dan Monahan', 'Chuck Mitchell', 'Kaki Hunter', 'Wyatt Knight', 'Tony Ganios']",['Jimmie Komack'],549185,0,549185,0
What to Expect When You're Expecting,23,47,31,"['Comedy', 'Drama', 'Romance']",PG-13,1h 50m,2012,"['Cameron Diaz', 'Jennifer Lopez', 'Elizabeth Banks', 'Chace Crawford', 'Brooklyn Decker']",['1128005 Kirk Jones'],549185,0,549185,0
